ReducedPer,ReducedCases,EfficientPer,EfficientCases
3.706799323649918421e+01,1.100000000000000000e+01,3.605635090919516728e+01,3.900000000000000000e+01
3.674330873422355381e+01,1.000000000000000000e+01,2.725835207120661607e+01,4.600000000000000000e+01
8.399809250570289265e+00,2.800000000000000000e+01,2.149920413007972897e+01,6.200000000000000000e+01
2.155075924620162198e+01,2.200000000000000000e+01,9.686365596859513261e+00,4.600000000000000000e+01
4.305463647286175899e+01,1.500000000000000000e+01,4.122157476725860903e+01,3.300000000000000000e+01
3.786224511735422027e+01,1.400000000000000000e+01,9.704921470033077924e+00,4.900000000000000000e+01
2.094779002999959161e+01,2.300000000000000000e+01,2.920030375399687017e+01,3.200000000000000000e+01
3.593430991169443978e+00,3.100000000000000000e+01,1.230243772515584588e+01,4.000000000000000000e+01
1.860130509553385991e+01,3.100000000000000000e+01,2.287062570483642077e+01,2.100000000000000000e+01
3.699768320173357949e+01,1.800000000000000000e+01,1.080195804620909250e+01,3.600000000000000000e+01
2.359630280612723396e+01,2.700000000000000000e+01,1.574006297135921528e+01,4.900000000000000000e+01
1.847323173602706348e+01,2.500000000000000000e+01,6.763508718330912828e+00,4.200000000000000000e+01
2.749437710524293976e+01,1.800000000000000000e+01,4.733172348615575231e+01,6.300000000000000000e+01
2.957122690545766019e+01,2.000000000000000000e+01,3.147456338358790617e+01,4.300000000000000000e+01
9.618460642201975830e+00,4.000000000000000000e+01,4.882413545283259282e+01,4.800000000000000000e+01
4.307607655267899815e+01,5.000000000000000000e+00,4.663116506492161761e+01,3.700000000000000000e+01
1.638228352635828600e+01,1.700000000000000000e+01,2.605813294384555689e+01,3.600000000000000000e+01
4.374558920748209090e+01,7.000000000000000000e+00,9.815235876189198905e+00,3.400000000000000000e+01
3.321968443346090538e-02,2.500000000000000000e+01,2.760129884851618698e+01,2.400000000000000000e+01
2.826306084987552225e+01,1.300000000000000000e+01,4.882954590982949838e+01,3.500000000000000000e+01
4.692064407384104641e+01,6.000000000000000000e+00,2.433209131550700022e+01,4.600000000000000000e+01
2.641196485273017558e+01,1.800000000000000000e+01,3.211157771626359647e+01,1.800000000000000000e+01
3.911637649956517748e+01,1.300000000000000000e+01,4.932202163112143722e+01,3.800000000000000000e+01
9.952139405026439789e+00,3.700000000000000000e+01,4.529141579630687886e+01,5.400000000000000000e+01
4.021785342829562637e+01,1.300000000000000000e+01,3.510619254564044667e+01,4.000000000000000000e+01
2.337212407398148173e+01,1.600000000000000000e+01,2.113836932997242712e+01,2.600000000000000000e+01
1.587771123254577699e+00,3.800000000000000000e+01,1.987732986060750662e+01,4.200000000000000000e+01
4.966416653941916337e+01,6.000000000000000000e+00,4.397259930129045102e+01,3.300000000000000000e+01
1.103745901110604422e+01,2.600000000000000000e+01,3.892578435457600960e+01,3.900000000000000000e+01
1.859194070627676609e+01,3.000000000000000000e+01,8.929174729337841399e+00,3.800000000000000000e+01
8.962324501815455591e+00,1.000000000000000000e+01,1.250295650711996664e+00,4.800000000000000000e+01
3.845828462025069339e+00,2.900000000000000000e+01,2.625590129383259530e+00,2.700000000000000000e+01
4.930597861968535511e+01,1.100000000000000000e+01,3.080815512527572508e+01,4.700000000000000000e+01
4.401249403655640435e+01,8.000000000000000000e+00,3.746922357012911675e+01,4.500000000000000000e+01
7.493099202670183701e+00,2.400000000000000000e+01,4.094888467140636124e+01,4.200000000000000000e+01
4.157823080131202431e+01,1.500000000000000000e+01,3.584993609979530049e+01,2.900000000000000000e+01
1.627169181606502590e+01,2.500000000000000000e+01,1.191159098643534975e+00,4.200000000000000000e+01
1.976104513753811176e+01,1.500000000000000000e+01,4.570784839389250465e+01,5.600000000000000000e+01
3.868339240629433817e+01,1.900000000000000000e+01,9.480405983043372231e+00,3.700000000000000000e+01
4.333331969142579965e+01,1.500000000000000000e+01,2.948345716917173576e+01,3.400000000000000000e+01
4.742299500535557399e+01,1.300000000000000000e+01,4.669142552969525184e+01,5.000000000000000000e+01
1.657828477649667676e+01,3.000000000000000000e+01,9.001711680331636600e+00,3.300000000000000000e+01
2.490175077572799367e+01,2.100000000000000000e+01,2.299493424354130866e+01,4.200000000000000000e+01
3.173453986714649488e+01,1.000000000000000000e+01,4.230477395023837062e+01,2.800000000000000000e+01
2.007029540793536881e+01,2.000000000000000000e+01,2.683381037364416244e+01,6.000000000000000000e+01
2.848041085996591093e+01,1.600000000000000000e+01,3.570738079418202204e+01,4.500000000000000000e+01
4.258477557864664220e+01,8.000000000000000000e+00,4.373570457438940196e+01,4.100000000000000000e+01
2.612956755450641566e+01,2.400000000000000000e+01,1.885715345989586922e+01,3.700000000000000000e+01
4.869711021347073654e+01,7.000000000000000000e+00,3.179746698160832352e+01,3.100000000000000000e+01
4.899112982121660309e+01,1.100000000000000000e+01,4.686595493143463642e+01,5.100000000000000000e+01
6.002702562077910642e+00,2.300000000000000000e+01,3.513740664948259251e+01,3.800000000000000000e+01
2.459199270637069112e+00,3.400000000000000000e+01,2.863967362240245151e+01,3.300000000000000000e+01
4.764485241653921577e+01,1.300000000000000000e+01,3.565071417669243203e+01,2.400000000000000000e+01
1.335769794544308198e+01,2.900000000000000000e+01,2.718113212839752180e+01,3.800000000000000000e+01
4.072931094507591609e+01,8.000000000000000000e+00,3.675910208484712882e+01,5.000000000000000000e+01
1.749227731650007200e+01,3.500000000000000000e+01,4.129263366037862681e+01,4.900000000000000000e+01
2.249458140649429794e+01,1.900000000000000000e+01,2.337577126257484039e-01,5.400000000000000000e+01
4.276540486553748188e+00,2.100000000000000000e+01,5.676016967445263184e+00,3.900000000000000000e+01
3.349262109363466777e+01,1.000000000000000000e+01,2.287412252181915306e+01,5.300000000000000000e+01
4.900468771213655117e+01,1.000000000000000000e+01,4.133697357030266772e+01,6.100000000000000000e+01
4.447193403783822774e+00,2.300000000000000000e+01,3.046080050501822711e+01,3.900000000000000000e+01
4.995273765878180683e+01,1.600000000000000000e+01,1.536723221158171526e+01,3.900000000000000000e+01
1.760746260828332055e+01,2.500000000000000000e+01,3.738175101905657272e+01,6.200000000000000000e+01
8.305365904298046331e+00,2.100000000000000000e+01,3.688831219931659433e+01,3.800000000000000000e+01
2.077573082898265255e+01,2.200000000000000000e+01,2.905940038535348435e+01,4.800000000000000000e+01
4.996506124012797301e+01,4.000000000000000000e+00,3.193230892567209267e+01,4.700000000000000000e+01
1.511533259676847152e+01,2.700000000000000000e+01,4.218370319274029612e+01,4.800000000000000000e+01
3.556317625813431960e+01,1.800000000000000000e+01,3.586288543382076455e+01,3.700000000000000000e+01
2.449702857113596011e+01,1.700000000000000000e+01,1.933482063382126981e+01,3.000000000000000000e+01
1.384251461168840613e+01,2.500000000000000000e+01,1.839754912117561503e+01,3.500000000000000000e+01
7.308013412021518995e+00,3.400000000000000000e+01,4.698896626458419945e+01,2.300000000000000000e+01
4.759426924489893196e+01,5.000000000000000000e+00,2.541770975803978416e+01,2.500000000000000000e+01
4.966925665639543297e+01,1.400000000000000000e+01,1.217495295579940162e+01,3.600000000000000000e+01
1.828827411539393211e+01,2.900000000000000000e+01,3.195537529782994568e+01,4.300000000000000000e+01
2.491739332067830404e+01,2.600000000000000000e+01,2.226573651996487513e+01,3.100000000000000000e+01
1.526957068612077073e+01,1.800000000000000000e+01,3.022799082455678388e+01,5.500000000000000000e+01
1.130687765735163275e+01,2.700000000000000000e+01,4.674207709973455138e+00,2.500000000000000000e+01
2.083954098578251291e+01,1.900000000000000000e+01,2.165620160397674354e+00,3.500000000000000000e+01
3.358155085676217677e+00,2.500000000000000000e+01,4.470654872614056785e+01,1.900000000000000000e+01
4.884751141605725877e+00,2.600000000000000000e+01,2.737746562960714414e+01,4.700000000000000000e+01
4.490322093575534268e+01,9.000000000000000000e+00,4.748080733221746641e+01,2.200000000000000000e+01
2.254730178081918268e+01,1.400000000000000000e+01,1.883141269947572383e+01,3.500000000000000000e+01
4.995071145339336027e+01,1.100000000000000000e+01,1.884201130405922697e+01,5.000000000000000000e+01
4.231517459197675635e+01,1.200000000000000000e+01,1.931198745236063630e+01,3.400000000000000000e+01
4.539434492927640719e+01,7.000000000000000000e+00,1.770557587043732894e+01,3.300000000000000000e+01
3.953606235557571580e+01,5.000000000000000000e+00,4.321974756177520050e+01,3.200000000000000000e+01
3.915663996411949199e+01,7.000000000000000000e+00,4.024953016144026208e+01,3.700000000000000000e+01
3.207134127231574894e+01,9.000000000000000000e+00,1.867373285293390950e+01,5.300000000000000000e+01
8.303990129839533552e+00,3.200000000000000000e+01,3.367200165384060284e+01,3.500000000000000000e+01
4.718989717002988016e+01,8.000000000000000000e+00,4.553261811377219459e+01,4.900000000000000000e+01
9.263085537049997598e+00,3.700000000000000000e+01,2.607246536918466262e+01,3.400000000000000000e+01
5.344115572246277424e+00,3.700000000000000000e+01,4.780854853704114760e+01,3.000000000000000000e+01
2.781519585046616783e+01,1.100000000000000000e+01,4.589455935399534781e+01,3.600000000000000000e+01
4.590970238977765128e+00,4.300000000000000000e+01,3.735420122911781249e+01,3.800000000000000000e+01
2.615984873511226638e+01,2.100000000000000000e+01,3.211117864583729187e+01,2.200000000000000000e+01
1.507948771672771215e+01,3.900000000000000000e+01,3.430577657392137780e+01,4.100000000000000000e+01
1.676098589614116818e+01,2.600000000000000000e+01,1.102605492632635631e-01,2.700000000000000000e+01
3.875041150616764796e-01,5.300000000000000000e+01,1.246877575389999748e+01,3.500000000000000000e+01
2.405890846557074880e+01,2.100000000000000000e+01,2.013483928784214427e+01,4.300000000000000000e+01
5.919902182421699521e+00,2.700000000000000000e+01,8.263014484262143355e-01,3.400000000000000000e+01
5.221521439608967086e-02,4.200000000000000000e+01,1.965670616273929028e+01,3.700000000000000000e+01
6.613579176065642606e+00,2.800000000000000000e+01,3.360392193504944913e+01,5.100000000000000000e+01
3.654670462505433903e+01,2.200000000000000000e+01,2.108567730408736907e+01,3.500000000000000000e+01
4.793329946705431155e+01,1.100000000000000000e+01,2.981890343021702705e+01,2.900000000000000000e+01
3.389346164467765732e+01,1.500000000000000000e+01,3.606052765504355051e+01,5.200000000000000000e+01
4.598267533070708168e+01,1.200000000000000000e+01,1.606901982523248762e+01,4.500000000000000000e+01
2.797470634845700133e+00,3.800000000000000000e+01,3.021195420008299237e+01,5.200000000000000000e+01
1.437017622393375049e+01,2.600000000000000000e+01,4.009205583583202070e+01,3.200000000000000000e+01
2.166094834011922288e+01,2.600000000000000000e+01,3.232789431218039056e+01,4.800000000000000000e+01
2.042035929273377093e+01,3.400000000000000000e+01,3.677456118009048147e+00,4.400000000000000000e+01
3.877535717764707357e+01,1.200000000000000000e+01,3.363456584002126704e+01,6.600000000000000000e+01
1.518087913838483871e+01,2.200000000000000000e+01,3.090254380447714411e+01,6.000000000000000000e+01
2.735669755727771957e+01,1.800000000000000000e+01,1.782117232302763554e+01,3.900000000000000000e+01
1.431504497122573127e+01,1.800000000000000000e+01,1.249349840665199274e+01,3.300000000000000000e+01
4.227761795959006363e+00,4.100000000000000000e+01,3.020760388709495814e+01,3.700000000000000000e+01
6.919307999743606885e+00,3.100000000000000000e+01,2.234889027771169623e+01,2.800000000000000000e+01
4.381684442252262812e+01,8.000000000000000000e+00,3.446542178100997234e+01,3.300000000000000000e+01
5.491989214820836018e+00,2.700000000000000000e+01,4.934766550043846678e+01,3.800000000000000000e+01
4.825592421984854496e+01,1.300000000000000000e+01,4.466622328515329343e+01,3.900000000000000000e+01
1.447275103869638535e+00,3.500000000000000000e+01,4.357481238421549818e+01,4.300000000000000000e+01
3.369277422883507711e+01,9.000000000000000000e+00,1.021742324720228368e+01,3.700000000000000000e+01
2.732273124766619787e+01,2.000000000000000000e+01,4.073712604161061535e+01,4.200000000000000000e+01
3.162807474888320769e+01,2.300000000000000000e+01,4.499839780798512123e+01,4.500000000000000000e+01
1.178879100037768524e+01,2.500000000000000000e+01,4.550883883119492168e+01,2.100000000000000000e+01
3.913516801090807462e+01,5.000000000000000000e+00,2.213253956381331378e+01,3.400000000000000000e+01
2.396016695766615001e+01,1.800000000000000000e+01,1.037851520248056492e+00,3.700000000000000000e+01
5.497590096630244894e+00,3.300000000000000000e+01,2.403256355707087266e+01,4.700000000000000000e+01
1.055068285016196228e+01,2.600000000000000000e+01,2.160094216653107857e+00,3.300000000000000000e+01
3.069701888713611737e+01,1.800000000000000000e+01,4.432174005679289763e+00,3.600000000000000000e+01
2.760231899037017911e+01,2.000000000000000000e+01,4.348321727349338062e+01,3.300000000000000000e+01
3.325074800879570347e+01,8.000000000000000000e+00,4.713522466502213604e+01,3.200000000000000000e+01
4.892635355785822782e+01,1.000000000000000000e+01,1.634482057536268229e+01,4.400000000000000000e+01
4.066434529608353721e+00,4.800000000000000000e+01,2.340281772958761053e+01,3.300000000000000000e+01
2.863495879022357471e+01,7.000000000000000000e+00,2.033518616191521033e+01,3.800000000000000000e+01
2.413038506485604273e+01,1.800000000000000000e+01,2.000880018757886702e+01,3.000000000000000000e+01
2.869248782556752531e+01,2.600000000000000000e+01,2.907411704330207414e+01,4.000000000000000000e+01
4.699163251934623986e+01,6.000000000000000000e+00,2.406107419506060552e+01,3.900000000000000000e+01
3.869854432729916738e+01,9.000000000000000000e+00,1.031037273496415807e+01,5.000000000000000000e+01
2.681179670557007810e+01,3.500000000000000000e+01,3.871508873760056701e+01,4.300000000000000000e+01
1.923996830938216007e+01,2.200000000000000000e+01,2.295210388756241393e+00,4.200000000000000000e+01
1.206278418717787737e+00,3.700000000000000000e+01,3.153809216497429446e+01,3.700000000000000000e+01
1.961027801093426604e+01,2.500000000000000000e+01,1.707063874342222931e+01,4.700000000000000000e+01
1.425448980323438164e+01,3.400000000000000000e+01,4.311323267004302551e+01,2.900000000000000000e+01
4.403813375599406754e+01,1.000000000000000000e+01,2.990738457086938951e+01,5.700000000000000000e+01
7.650175252214097554e+00,4.300000000000000000e+01,3.771304941757654206e+01,6.700000000000000000e+01
3.476168595650959503e+01,2.100000000000000000e+01,4.113258258499815412e+01,4.100000000000000000e+01
4.729843716467809855e+01,8.000000000000000000e+00,1.496424997717913286e+01,3.400000000000000000e+01
4.754512870804861180e+00,3.300000000000000000e+01,2.239692519674345661e+01,2.900000000000000000e+01
2.405967385954615878e+01,1.400000000000000000e+01,1.133039048767436796e+01,3.400000000000000000e+01
7.780761466717511787e+00,3.400000000000000000e+01,2.795618754654143245e+01,4.600000000000000000e+01
2.653993865433360710e+01,1.000000000000000000e+01,2.378644508678020486e+01,2.700000000000000000e+01
2.998251056205194587e+01,1.800000000000000000e+01,2.832012935799803444e+01,3.900000000000000000e+01
3.468129855029422615e-01,2.700000000000000000e+01,3.050452324531542914e+01,4.400000000000000000e+01
3.595549414881579509e+01,1.200000000000000000e+01,9.813685985184605443e+00,4.300000000000000000e+01
8.807733892325542158e+00,3.100000000000000000e+01,3.887681514749308320e+01,3.300000000000000000e+01
2.916666162734675538e+01,1.700000000000000000e+01,2.745710487964104729e+01,3.200000000000000000e+01
1.519947236430187942e+01,2.200000000000000000e+01,3.730010936810121791e+01,2.200000000000000000e+01
1.197260810894780292e+01,2.300000000000000000e+01,1.738524109076351465e+01,4.500000000000000000e+01
1.739277590100964943e+01,2.800000000000000000e+01,4.539904112262609459e+01,4.700000000000000000e+01
3.623517373532389740e+01,1.100000000000000000e+01,3.650150362929731784e+01,3.200000000000000000e+01
2.201548000700725982e+00,4.500000000000000000e+01,2.101945043870514596e+01,2.900000000000000000e+01
2.749851591788693383e+01,2.200000000000000000e+01,4.364365623937083427e+01,5.100000000000000000e+01
8.354840761053438314e+00,1.700000000000000000e+01,1.623606730344022608e+01,3.900000000000000000e+01
3.091989367714464976e+00,3.200000000000000000e+01,4.556163132899491330e+01,4.200000000000000000e+01
9.425193102000106293e+00,1.300000000000000000e+01,2.348573824520375908e+01,2.500000000000000000e+01
5.362890920382801241e+00,3.400000000000000000e+01,4.786084038164979404e+01,3.900000000000000000e+01
1.507012387571307066e+01,2.700000000000000000e+01,3.955671719197120240e+01,4.400000000000000000e+01
9.786286470875626975e+00,2.200000000000000000e+01,4.258823084144312077e+01,5.500000000000000000e+01
1.838494584831591538e+01,3.000000000000000000e+01,9.888461321604824050e+00,3.200000000000000000e+01
3.781247510647425258e+01,1.500000000000000000e+01,5.449697338399439595e+00,2.800000000000000000e+01
2.738667995693599977e+00,3.700000000000000000e+01,2.172050513529718430e+01,3.400000000000000000e+01
1.822482141072421058e+01,2.600000000000000000e+01,3.827996998565350850e+01,3.900000000000000000e+01
1.833825061543150525e+01,2.000000000000000000e+01,1.886876277337913166e+01,2.700000000000000000e+01
4.863257697331182783e+01,1.600000000000000000e+01,4.170495755248238012e+00,3.500000000000000000e+01
3.314661278407178457e+01,2.000000000000000000e+01,2.767884224057736020e+01,5.300000000000000000e+01
1.340930962705855123e+01,2.300000000000000000e+01,1.993120483157042599e+01,3.400000000000000000e+01
2.890096945175267962e+01,9.000000000000000000e+00,3.001304195520829765e+01,3.600000000000000000e+01
9.846786040495015158e+00,3.300000000000000000e+01,3.880842968517057301e+01,5.800000000000000000e+01
1.535532108700279252e+01,2.900000000000000000e+01,5.169746981967115573e+00,3.900000000000000000e+01
4.385903736354972438e+01,1.900000000000000000e+01,4.826769216275095253e+00,3.600000000000000000e+01
4.702096471849610282e+01,7.000000000000000000e+00,1.571230704305946979e+01,2.900000000000000000e+01
4.800720569095151546e+01,1.500000000000000000e+01,1.479027408868234161e+01,5.400000000000000000e+01
3.687083704949871787e+01,1.400000000000000000e+01,4.340024982430723810e+01,2.900000000000000000e+01
4.651536675666852005e+01,9.000000000000000000e+00,4.782730619940308259e+01,3.900000000000000000e+01
4.996749989788041191e+00,3.700000000000000000e+01,3.188599321134166775e+00,3.100000000000000000e+01
4.647449110768422287e+01,9.000000000000000000e+00,3.962594596287981830e+01,3.500000000000000000e+01
3.476955774600010329e+01,1.600000000000000000e+01,4.886597984057212329e+01,3.100000000000000000e+01
1.286824672288888749e+00,3.600000000000000000e+01,3.145132010940783118e+01,2.800000000000000000e+01
2.072964831757984072e+01,2.800000000000000000e+01,4.696061574099431368e+01,4.000000000000000000e+01
8.322349055654676420e+00,3.500000000000000000e+01,1.279978456719483759e+01,4.100000000000000000e+01
3.044182241225908925e+01,1.200000000000000000e+01,1.495392514878134449e+01,2.900000000000000000e+01
1.521446361879968912e+01,1.600000000000000000e+01,5.291017615158111198e+00,3.600000000000000000e+01
7.609141011005915445e+00,3.100000000000000000e+01,4.006710840842588794e+01,4.000000000000000000e+01
7.130550133595470186e+00,3.600000000000000000e+01,2.304801650849408645e+01,3.600000000000000000e+01
4.510368316888337858e+01,7.000000000000000000e+00,2.236634905681209773e+01,4.000000000000000000e+01
3.992749892087484653e+01,1.200000000000000000e+01,4.838087123743110141e+01,3.400000000000000000e+01
3.547366713385868842e+00,3.700000000000000000e+01,3.232402702031107822e+01,4.900000000000000000e+01
2.641713736867849960e+01,1.900000000000000000e+01,6.879314263217228387e+00,4.100000000000000000e+01
2.090798874407465746e+01,2.300000000000000000e+01,3.057657088401034429e+01,3.800000000000000000e+01
3.234405354543519451e+01,2.300000000000000000e+01,4.334040153295387654e+01,3.700000000000000000e+01
5.921448448891119654e+00,3.800000000000000000e+01,1.191443854212352882e+01,2.400000000000000000e+01
4.558548947785865124e+01,9.000000000000000000e+00,1.234443384242450747e+01,3.600000000000000000e+01
3.876324468014929892e+01,1.200000000000000000e+01,2.828709102158551048e+01,4.000000000000000000e+01
4.616284414715217110e+01,6.000000000000000000e+00,1.433721155348623988e+01,4.600000000000000000e+01
4.261359637109415388e+01,1.700000000000000000e+01,4.405238504816075817e+01,3.700000000000000000e+01
1.402986310659735025e+01,2.200000000000000000e+01,1.080041225064791632e+01,3.700000000000000000e+01
1.467975614709509102e+01,2.800000000000000000e+01,4.175600036636352286e+01,3.800000000000000000e+01
8.849363499776607966e-01,2.900000000000000000e+01,2.163957425654207256e+01,3.500000000000000000e+01
2.046623830744637118e+01,2.400000000000000000e+01,3.185214722343010507e+00,4.200000000000000000e+01
1.697291039333385143e+01,2.600000000000000000e+01,4.034109793771004604e+01,4.400000000000000000e+01
2.907267571681411056e+01,2.100000000000000000e+01,7.725679269482310652e+00,3.500000000000000000e+01
4.188278717583735755e+01,9.000000000000000000e+00,2.144083737838511183e+01,3.800000000000000000e+01
4.993110833932912129e+01,6.000000000000000000e+00,3.459387838783263192e+01,4.000000000000000000e+01
3.695408906216953682e+01,1.000000000000000000e+01,4.473626675793007657e+00,2.500000000000000000e+01
1.911667499704658013e+01,1.400000000000000000e+01,1.806950694829820847e+01,4.800000000000000000e+01
1.975848067188605839e+01,2.400000000000000000e+01,4.284259290547025500e+01,4.300000000000000000e+01
3.259874102764512571e+01,2.000000000000000000e+01,1.592817828795538659e+01,2.900000000000000000e+01
1.158262225208972396e+01,1.100000000000000000e+01,3.864376557602555717e+00,4.400000000000000000e+01
2.209394225713747772e+01,2.300000000000000000e+01,1.674620997678268708e+01,3.800000000000000000e+01
1.117787796629345820e+01,2.500000000000000000e+01,2.540059089494135591e+01,3.100000000000000000e+01
4.782072631784171080e+01,8.000000000000000000e+00,3.956516816263275871e+01,2.400000000000000000e+01
1.889963601831353657e+01,2.000000000000000000e+01,2.835967024963028749e+01,3.600000000000000000e+01
7.494986711196927054e+00,3.700000000000000000e+01,3.602919643020907614e+00,2.100000000000000000e+01
7.420342287219705568e+00,2.400000000000000000e+01,2.231088295102383512e+01,3.600000000000000000e+01
2.348353938758734927e+01,2.100000000000000000e+01,3.315330456771106071e+01,3.600000000000000000e+01
8.240203629344012626e+00,3.400000000000000000e+01,3.993756387937177266e+01,4.200000000000000000e+01
4.894615089989056145e+01,4.000000000000000000e+00,3.023191230012092134e+01,5.900000000000000000e+01
2.709506341809464480e+00,2.200000000000000000e+01,1.989483054611218549e-01,5.100000000000000000e+01
1.925345432263584300e+01,1.300000000000000000e+01,3.046454839046410967e+01,3.700000000000000000e+01
4.131080739153275516e+01,1.000000000000000000e+01,3.160283968217257922e+01,3.000000000000000000e+01
2.954425979972019611e+00,3.300000000000000000e+01,4.647470637749599121e+01,4.400000000000000000e+01
1.359839811719778524e+01,2.700000000000000000e+01,1.140629459662378942e+00,3.200000000000000000e+01
2.343179080580417661e+01,2.200000000000000000e+01,5.631893906349616508e+00,3.700000000000000000e+01
7.398146555832774141e+00,3.300000000000000000e+01,1.823219199283791880e+01,4.500000000000000000e+01
1.935335456859358416e+01,3.200000000000000000e+01,3.325490694560831884e+01,4.000000000000000000e+01
8.541334931164978883e+00,4.200000000000000000e+01,3.093113860402851856e+00,3.000000000000000000e+01
1.209635271226758846e+01,3.600000000000000000e+01,9.559328728850502443e+00,4.900000000000000000e+01
2.784102059515414229e+00,4.100000000000000000e+01,1.782658253822999583e+00,5.600000000000000000e+01
2.520184435896792863e+01,3.200000000000000000e+01,4.099947763464275852e+01,4.800000000000000000e+01
3.020577519005562905e+01,1.600000000000000000e+01,2.060689785822567188e+01,4.300000000000000000e+01
4.860046763145071935e+01,1.200000000000000000e+01,1.831833250894677789e+01,4.200000000000000000e+01
3.414072079352431643e+01,1.200000000000000000e+01,1.545696260413093093e+01,3.700000000000000000e+01
3.526867110516992199e+01,7.000000000000000000e+00,3.522009336471008112e+01,3.600000000000000000e+01
4.372112845879978238e+01,1.400000000000000000e+01,7.900203619070156336e+00,4.700000000000000000e+01
2.057325209193414750e+01,2.600000000000000000e+01,9.973677862562757568e+00,4.000000000000000000e+01
8.974026598434936552e-01,4.500000000000000000e+01,3.436805412411636240e+01,2.600000000000000000e+01
3.050905355732560409e+01,1.900000000000000000e+01,4.404914104137205300e+01,4.000000000000000000e+01
4.235135673515517851e+01,1.100000000000000000e+01,7.855742848860525207e+00,4.400000000000000000e+01
1.948846665157795144e+01,2.200000000000000000e+01,2.458451131115073451e+01,3.700000000000000000e+01
2.722138691393071142e+01,1.700000000000000000e+01,7.187654186465941564e+00,2.300000000000000000e+01
3.922578990778244901e+01,9.000000000000000000e+00,6.107157464102641597e+00,4.200000000000000000e+01
2.221410244880539508e+01,3.500000000000000000e+01,2.300879994411096874e+01,3.600000000000000000e+01
3.354262110009992170e+01,1.000000000000000000e+01,4.975735952624291514e+01,1.800000000000000000e+01
9.649698698244190354e+00,3.200000000000000000e+01,3.526738975523139175e+01,3.100000000000000000e+01
8.993638773731715830e-01,4.100000000000000000e+01,9.844833932503970431e+00,3.700000000000000000e+01
4.098742339258230061e+01,1.300000000000000000e+01,7.988437357289179808e+00,3.600000000000000000e+01
8.877681877369870023e+00,2.400000000000000000e+01,3.704847755925322339e+00,5.200000000000000000e+01
3.088149134150919295e+00,2.700000000000000000e+01,3.227382390910111809e+01,4.400000000000000000e+01
1.084099168435228577e+01,3.500000000000000000e+01,2.642642965267780752e+01,3.000000000000000000e+01
2.658048890281674659e+01,1.300000000000000000e+01,7.256563803181181882e+00,4.100000000000000000e+01
2.362682472291792735e+01,2.300000000000000000e+01,2.871771678406471651e+01,4.100000000000000000e+01
3.430635915375651734e+01,7.000000000000000000e+00,7.076655804106746217e+00,3.500000000000000000e+01
4.253656949298218137e+01,6.000000000000000000e+00,2.644580474782376456e+00,3.200000000000000000e+01
1.804343365630467488e+01,1.200000000000000000e+01,1.053668146286934615e-02,3.300000000000000000e+01
2.792885010673060719e+01,1.600000000000000000e+01,5.653463395988667095e+00,4.700000000000000000e+01
1.979661785545960839e+01,1.400000000000000000e+01,1.351683454935503903e+00,4.600000000000000000e+01
4.408002230477181627e+01,5.000000000000000000e+00,4.458402794925818569e+01,5.400000000000000000e+01
8.638628124785817874e+00,2.700000000000000000e+01,3.070203547074304851e+01,3.500000000000000000e+01
3.108888817228579882e+01,1.400000000000000000e+01,4.450190094178119438e+01,5.300000000000000000e+01
1.195845283847807394e+01,2.500000000000000000e+01,4.805213923240819440e+01,4.600000000000000000e+01
4.204648442252527474e+01,1.500000000000000000e+01,3.850795240423513377e+01,5.300000000000000000e+01
1.636349896003767057e+01,2.700000000000000000e+01,2.914455380288465491e+01,4.100000000000000000e+01
1.388349661572250149e+01,2.700000000000000000e+01,3.444622553548810373e+01,4.100000000000000000e+01
3.032330488762584508e+01,1.300000000000000000e+01,1.335497846834245905e+01,4.200000000000000000e+01
1.713570156617489815e+01,2.300000000000000000e+01,3.025133920639840923e+01,3.600000000000000000e+01
2.334314623904489849e+01,2.000000000000000000e+01,6.678557144654151401e-01,2.800000000000000000e+01
4.026427303565623106e+01,8.000000000000000000e+00,4.712234259803913261e+01,2.500000000000000000e+01
1.762972358336105572e+01,2.400000000000000000e+01,1.502757538647274771e+01,3.200000000000000000e+01
2.307978449001719667e+01,1.700000000000000000e+01,3.210227075202853797e+01,2.600000000000000000e+01
1.294866957537071883e+01,2.700000000000000000e+01,3.359783057935730000e+01,5.200000000000000000e+01
1.753169161941190524e+01,2.200000000000000000e+01,2.149166532932586904e+01,4.700000000000000000e+01
6.622785273500930714e+00,4.100000000000000000e+01,3.262519250904194479e+01,3.600000000000000000e+01
7.189727181503380748e+00,2.000000000000000000e+01,2.951732995856660580e+01,3.900000000000000000e+01
1.996183888140550167e+01,2.000000000000000000e+01,2.835677167291513712e+01,5.600000000000000000e+01
1.846689564458661081e+01,1.900000000000000000e+01,4.530461099763193289e+01,5.200000000000000000e+01
7.658873477168171462e+00,4.000000000000000000e+01,2.363540779743204112e+01,4.000000000000000000e+01
7.805150161380414175e+00,4.500000000000000000e+01,4.133319463100561819e+01,4.300000000000000000e+01
3.172847668170917146e+01,2.100000000000000000e+01,3.457402969840084239e+01,4.500000000000000000e+01
4.004251193228416383e+01,1.800000000000000000e+01,4.657825389939424809e+01,3.400000000000000000e+01
1.734258313831105269e+01,1.600000000000000000e+01,8.236306255960634815e+00,4.600000000000000000e+01
3.370189088994236215e+01,1.600000000000000000e+01,2.800201079912526581e+01,4.100000000000000000e+01
